'1', '1', 'CIAPORTE SISTEMAS DE GESTAO', 'FLORIANÓPOLIS-SC', '(48) 3025-2888', 'administrativo@ciaporte.com.br', 'http://www.ciaporte.com.br/'
'30', '4', 'WEKNOW BUSINESS INTELLIGENCE', 'JOINVILLE-SC', '(11) 9683-50516', 'comunicacao@weknowbi.com.br', 'http://http//weknowbi.com.br/'
'30', '5', 'PAXER', 'JOSÉ-SC', '(48) 3035-6992', 'paxer@paxer.com.br', 'http://www.paxer.com.br/'
'30', '6', 'CUCO HEALTH', 'FLORIANÓPOLIS-SC', '(11)967604988', 'contato@cucohealth.com', 'http://www.cucohealth.com/'
'30', '7', 'PMEX', 'JOINVILLE-SC', '(47)30274435', 'david@4ci.com.br', 'http://www.pmextech.com/'
'30', '8', 'DUB SOLUÇÕES', 'PALHOÇA-SC', '(48)30172403', 'financeiro@dubsolucoes.com', 'http://www.dubsolucoes.com/'
'30', '9', 'SOLUTIONS TECHNOLOGY', 'FLORIANÓPOLIS-SC', '(48) 9999-94925', 'contato@solutionstechnology.com.br', 'http://www.solutionstechnology.com.br/'
'30', '10', 'HYDRA GAMES', 'FLORIANÓPOLIS-SC', '(48) 3030-0890', 'rh@hydrasystems.com.br', 'http://hydragames.com.br/'
'30', '11', 'JCAVI', 'BLUMENAU-SC', '(47)992725024', 'comercial@jcavitreinamentos.com.br', 'http://www.jcavitreinamentos.com.br/'
'30', '12', 'LOYALNOW', 'FLORIANÓPOLIS-SC', '(47)999783113', 'joao@loyalnow.com', 'http://www.loyalnow.com/'
'31', '1', 'CODE MONEY', 'BRUSQUE-SC', '(47)33510727', 'contato@codemoney.com.br', 'http://www.codemoney.com.br/'
'31', '2', 'DAZIDEIA', 'FLORIANÓPOLIS-SC', '(48) 9960-18095', 'contato@dazideia.com', 'http://https///dazideia.com'
'31', '3', 'MINER TECNOLOGIA', 'CRICIÚMA-SC', '(48)998557503', 'contato@minertecnologia.com', 'http://www.minertecnologia.com/'
'31', '4', 'IGOTTEN CARTÃO VIRTUAL DE FIDELIDADE', 'FLORIANÓPOLIS-SC', '(48)999724086', 'igotten@igotten.com', 'http:'
'31', '5', 'CCBLUX CONSULTORIA LTDA', 'Joinville-SC', '(47) 9881-08435', 'recepcao@ccblux.com.br', 'http://www.ccblux.com.br/'
'31', '6', 'EDM SOFTWARES LTDA', 'FLORIANÓPOLIS-SC', '(48)39547000', 'administrativo@edm.com.br', 'http://www.edm.com.br/'
'31', '7', 'LEDEFI AUTOMACAO INDUSTRIAL', 'Itajaí-SC', '(47) 9885-82917', 'contato@ledefi.com.br', 'http://www.ledefi.com.br/'
'31', '8', 'DUE LASER', 'PALHOÇA-SC', '(48)33072477', 'contato@duelaser.com', 'http://duelaser.com/'
'31', '9', 'CYBIT', 'FLORIANÓPOLIS-SC', '(48)991821973', 'contato@cybit.com.br', 'http://www.cybit.com.br/'
'31', '10', 'CONNECTARE ORBIS', 'FLORIANÓPOLIS-SC', '(48)33077083', 'connectareinc@gmail.com', 'http://www.connectareorbis.com.br/'
'31', '11', 'CLAUDIO EDUARDO STEUERNAGEL - ME', 'JOINVILLE-SC', '(47)988615487', 'claudio.steuernagel@gmail.com', 'http://www.claudiosteuernagel.com/'
'31', '12', 'FIND TECNOLOGIA', 'FLORIANÓPOLIS-SC', '(48)33222077', 'spositoadv@hotmail.com', 'http://www.findmedonline.com/'
'32', '1', 'CAPITAL DIGITAL ABERTO', 'CAMBORIÚ-SC', '(47)991230504', 'eduardo@capitaldigitalaberto.com.br', 'http://www.capitaldigitalaberto.com.br/'
'32', '2', 'GO GOOD', 'SANTOS-SP', '(48) 9880-76818', 'gogood@gogood.com.br', 'http://www.gogood.com.br/'
'32', '3', 'KEEPS ACTIVE LEARNING', 'FLORIANÓPOLIS-SC', '(48)996887365', 'contato@keepsdev.com', 'http://www.keepsdev.com/'
'32', '4', 'G4D', 'FLORIANÓPOLIS-SC', '(48)30244759', 'alexandre.sena@g4decision.com.br', 'http://www.g4decision.com.br/'
'32', '5', 'HASH TECHNOLOGY', 'FLORIANÓPOLIS-SC', '(48)33049904', 'hash@hashtech.com.br', 'http://www.hashtech.com.br/'
'32', '6', 'JETTASOFT', 'FLORIANÓPOLIS-SC', '(48)40422300', 'diego@jettacargo.com.br', 'http://www.jettasoft.com.br/'
'32', '7', 'ARMAZÉM DATACENTER', 'BRUSQUE-SC', '(47)32512100', 'comercial@armazemdc.com.br', 'http://www.armazemdc.com.br/'
'32', '8', 'GRUPO GMS', 'FLORIANÓPOLIS-SC', '(48) 9881-81257', 'gms-ti@outlook.com', 'http:'
'32', '9', 'GKMM', 'JOSÉ-SC', '(48)30651003', 'algorit@algorit.com.br', 'http://bulldesk.com.br/'
'32', '10', 'PLATTANO TECHNOLOGIES', 'FLORIANÓPOLIS-SC', '(48)999610729', 'contato@plattano.com.br', 'http://www.plattano.com.br/'
'32', '11', 'FORNARI INDUSTRIA E COM.PARA AGRONEGÓCIO', 'CONCÓRDIA-SC', '(49)34422421', 'luciane@fornariindustria.com.br', 'http://www.fornariindustria.com.br/'
'32', '12', 'OFICINA C2M', 'JOINVILLE-SC', '(47)996433422', 'atendimento@oficinac2m.com.br', 'http:'
'33', '1', 'DYNAMOX', 'Florianópolis-SC', '(48) 3024-5858', 'comercial@dynamox.net', 'http://www.dynamox.net/'
'33', '2', 'CONEXÃO TRADE', 'CRICIÚMA-SC', '(48)34443780', 'contato@conexaotrade.com.br', 'http:'
'33', '3', 'BIOCELLTIS BIOTECNOLOGIA', 'FLORIANÓPOLIS-SC', '(48)32347254', 'biocelltis@biocelltis.com', 'http://www.biocelltis.com/'
'33', '4', 'CARTÃO SOLAR', 'ITAPEMA-SC', '(48)40528063', 'sol@cartaosolar.com.br', 'http://www.cartaosolar.com.br/'
'33', '5', 'LABORATORIO SAO GERONIMO', 'FLORIANÓPOLIS-SC', '(48)32427456', 'administrativo@labsaogeronimo.com.br', 'http://www.labsaogeronimo.com.br/'
'33', '6', 'UPQUERY', 'CRICIÚMA-SC', '(48)34334200', 'contato@upquery.com', 'http://http//www.upquery.com'
'33', '7', 'EMPLACAÍ', 'BLUMENAU-SC', '(47)999238519', 'elizandro.schramm@emplacai.com.br', 'http://www.emplacai.com.br/'
'33', '8', 'HUBOT', 'JANEIRO-RJ', '(21)981038503', 'descubra@hubot.com.br', 'http://www.hubot.com.br/'
'33', '9', 'KSP', 'JOSÉ-SC', '(48)33819999', 'dp1@grupokhronos.com.br', 'http://http//www.grupokhronos.com.br/'
'33', '10', 'KONEKS', 'OESTE-SC', '(49)36227200', 'joicevalar@gmail.com', 'http://joice@koneks.com.br/'
'33', '11', 'SCC 4 SERVICOS DE CONTROLE LTDA ME', 'FLORIANÓPOLIS-SC', '(48)30286113', 'atendimento01@scc4.com.br', 'http://www.scc4.com.br/'
'33', '12', 'HALO NOTORIEDADE EMPRESARIAL', '-SC', '(48)30932027', 'financeiro@halonotoriedade.com.br', 'http://www.halonotoriedade.com.br/'
'34', '1', 'DTCOM DIRECT TO COMPANY - FILIAL', 'FLORIANÓPOLIS-SC', '(48)37719090', 'tiago.andrade@dtcom.com.br', 'http://www.dtcom.com.br/'
'34', '2', 'FITOCON | MANEJEBEM', 'BIGUAÇU-SC', '(48)999132045', 'manejebem.fitocon@gmail.com', 'http://www.manejebem.com.br/'
'34', '3', 'IBREP', 'FLORIANÓPOLIS-SC', '(48)40072982', 'gabriela.martins@ibrep.com.br', 'http://ibrep.com.br/'
'34', '4', 'ELEFANTE ANALISTA', 'JOSÉ-SC', '(48)991900328', 'emerson.correia.silva@gmail.com', 'http://www.doutorize.com.br/'
'34', '5', 'DTCOM DIRECT TO COMPANY S/A.', 'BARRAS-PR', '(41) 36719037', 'rh@dtcom.com.br', 'http://www.dtcom.com.br/'
'34', '6', 'KSE', 'PALHOÇA-SC', '(48)33819999', 'dp2@grupokhronos.com.br', 'http:'
'34', '7', 'IZEE', 'FLORIANÓPOLIS-SC', '(48) 99626-9103', 'thomas@izee.com.br', 'http://http//izee.com.br/'
'34', '8', 'E-SAÚDE MARKETING MÉDICO', 'FLORIANÓPOLIS-SC', '(48)30379780', 'adm@esaudemarketing.com.br', 'http://https//esaudemarketing.com.br/'
'34', '9', 'FLEX GESTÃO DE RELACIONAMENTOS 16-89', 'FLORIANÓPOLIS-SC', '(48)30379000', 'contato@flexcontact.com.br', 'http://http//www.flexcontact.com.br/'
'34', '10', 'NANOVETORES', 'FLORIANÓPOLIS-SC', '(48)30244850', 'contato@nanovetores.com.br', 'http://www.nanovetores.com.br/'
'34', '11', 'CIRION TECHNOLOGIES', 'JOINVILLE-SC', '(48) 9841-22294', 'thiago.sanches@ciriontechnologiescom', 'http://https//www.ciriontechnologies.com/'
'34', '12', 'TECCHAPECO SISTEMAS', 'CHAPECÓ-SC', '(49)30259500', 'cesar@multisoftware.com.br', 'http://https//www.multicte.com.br/'
'35', '1', 'NEXFAR', 'FLORIANÓPOLIS-SC', '(48)988041515', 'paula@nexfar.com.br', 'http://https//nexfar.com.br/'
'35', '2', 'FLEX GESTÃO DE RELACIONAMENTOS 17-60', 'PALHOÇA-SC', '(48)30379176', 'contabilidade@flexcontact.com.br', 'http://http//www.flexcontact.com.br/'
'35', '3', 'COONTROL', 'SUL-SC', '(47)35213850', 'marilia@coontrol.com.br', 'http://www.coontrol.com.br/'
'35', '4', 'DOOILE TECNOLOGIA', 'FLORIANÓPOLIS-SC', '(48) 9997-72022', 'contato@dooile.com', 'http://www.dooile.com/'
'35', '5', 'JCS SOLUÇÕES EM SISTEMAS', 'LUDGERO-SC', '(48)36570192', 'julio@jcsinformatica.com.br', 'http://www.jcsinformatica.com.br/'
'35', '6', 'LEANPROCS', 'FLORIANÓPOLIS-SC', '(48)991905408', 'atendimento@leanprocs.com', 'http://leanprocs.com/'
'35', '7', 'SMARTBEANS', 'FLORIANÓPOLIS-SC', '(48) 9848-40921', 'atendimento@smartbeans.com.br', 'http://www.smartbeans.com.br/'
'35', '8', 'FSILVEIRA TECNOLOGIA E SERVICOS', 'BIGUAÇU-SC', '(48)984079445', 'fernando@fsilveira.com.br', 'http:'
'35', '9', 'AAWZ SOLUCOES TECNOLOGICAS', 'FLORIANÓPOLIS-SC', '(48)996340574', 'fmedeiros@aawz.com.br', 'http:'
'35', '10', 'J&amp;T ENGENHARIA', 'SUL-SC', '(47)36314362', 'adm@engenhariajt.com.br', 'http://www.engenhariajt.com.br/'
'35', '11', 'DRAGON BD TECH', 'FLORIANÓPOLIS-SC', '(48)999248212', 'contato.dragon.bd.tech@gmail.com', 'http://www.dragonbd.com.br/'
'35', '12', 'COINLAB', 'FLORIANÓPOLIS-SC', '(48)37715502', 'agheno@coinbr.net', 'http://https//coinbr.net/'
'36', '1', 'KLUC', 'FLORIANÓPOLIS-SC', '(48) 998212156', 'henriqueblanck@gmail.com', 'http://kluc.com.br/'
'36', '2', 'GTS DATA', 'VIDEIRA-SC', '(47)991413454', 'getulio@gtsdata.com.br', 'http://www.gtsdata.com.br/'
'36', '3', 'IS4 SAÚDE', 'FLORIANÓPOLIS-SC', '(48) 9840-73385', 'alexandre.biasoli@is4saude.com.br', 'http://www.is4saude.com.br/'
'36', '4', 'IMERSÃO VISUAL', 'CAMPOS-SP', '(12) 3876-7711', 'janaina@imersaovisual.com', 'http://www.imersaovisual.com/'
'36', '5', 'EVOLUTIONSUL INFORMATICA LTDA ME', 'JOINVILLE-SC', '47 3435-3367', 'financeiro@evolutionsul.com.br', 'http://www.evolutionsul.com.br/'
'36', '6', 'DRALA', 'FLORIANÓPOLIS-SC', '(48)999808071', 'dralavirtual@gmail.com', 'http://www.drala.com.br/'
'36', '7', 'HEALTH CHESS', 'JOSÉ-SC', '(48)30470012', 'financeiro@healthchess.com.br', 'http://healthchess.com.br/'
'36', '8', 'COSOL (IORE)', 'FLORIANÓPOLIS-SC', '(11)987644060', '', 'http:'
'36', '9', 'OMNIHUNTER', 'FLORIANÓPOLIS-SC', '(48)991028858', '', 'http://omnihunter.net/'
'36', '10', 'EFC ENERGYMENT', 'FLORIANÓPOLIS-SC', '(51) 991186725', 'pedro@e-fc.eco.br', 'http://http//www.energiafeitaemcasa.com.br/'
'36', '11', 'DRELSOFT', 'MÜLLER-SC', '(48)991746544', 'danilo@drelsoft.com', 'http:'
'36', '12', 'TUVS ENTRETENIMENTO &amp; EDUCACAO', 'ITAJAÍ-SC', '(47)33483258', 'contato@tuvs.com.br', 'http://www.tuvs.net/'
'37', '1', 'BELLETTI TECHNOLOGY BUSINESS', 'JOSÉ-SC', '(48)999712045', 'juniorbelletti@gmail.com', 'http:'
'37', '2', 'GATILABS', 'JOINVILLE-SC', '(47)33055408', 'tercilio@gatilabs.com.br', 'http://http//gatilabs.com.br/'
'37', '3', 'GREYLOGIX', 'MAFRA-SC', '(47)36455277', 'a.tiburske@greylogix.com.br', 'http://www.greylogix.com.br/'
'37', '4', 'HIGESTOR', 'ITAJAÍ-SC', '(47)33444437', 'financeiro@higestor.com.br', 'http://www.higestor.com.br/'
'37', '5', 'DIRETRIX', 'URUBICI-SC', '(49)32784944', 'beta2702@gmail.com', 'http:'
'37', '6', 'RIVIATEC', 'FLORIANÓPOLIS-SC', '(48)991492345', 'cilhao@gmail.com', 'http:'
'37', '7', 'KME', 'FLORIANÓPOLIS-SC', '(48)33819999', 'dp1@grupokhronos.com', 'http://http//grupokhronos.com.br'
'37', '8', 'CAPERE SISTEMAS', 'JOINVILLE-SC', '(47)999321699', 'fabio.adriano@capere.inf.br', 'http://www.capere.inf.br/'
'37', '9', 'DIRETA TELECOMUNICAÇÕES', 'LAGES-SC', '(49)32213108', 'direta@scc.com.br', 'http://www.diretasme.com.br/'
'37', '10', 'FOLLOW AGENCIA DE PUBLICIDADE', 'FLORIANÓPOLIS-SC', '(48)33645570_', 'fernando@ffwd.com.br', 'http:'
'37', '11', 'REMOTATEC', 'BLUMENAU-SC', '(47) 3323-4999', 'remota@remotatec.com.br', 'http://www.remotatec.com.br/'
'37', '12', 'FINDMED', 'FLORIANÓPOLIS-SC', '33332222', 'contato@findmedonline.com', 'http://www.findmedonline.com/'
'38', '1', '1DOC', 'FLORIANÓPOLIS-SC', '(48) 3031-8755', 'financeiro@1doc.com.br', 'http://https//1doc.com.br/'
'38', '2', 'JB3 INVESTIMENTOS', 'FLORIANÓPOLIS-SC', '(48)32091190_', 'contato@jb3assessoria.com.br', 'http://www.jb3investimentos.com.br/'
'38', '3', 'DRB SOLUCOES', 'JOINVILLE-SC', '(47)999112029', 'danielricborges@gmail.com', 'http:'
'38', '4', 'GIZ - TECNOLOGIA E EDUCACAO', 'FLORIANÓPOLIS-SC', '(48)999344387', 'educagiz@gmail.com', 'http:'
'38', '5', 'JOGA MAIS', 'FLORIANÓPOLIS-SC', '(48)999702192', 'contato@jogamais.com.br', 'http://http//jogamais.com.br/'
'38', '6', 'CODE NATION', 'FLORIANÓPOLIS-SC', '(48)991336307', 'contato@codenation.com.br', 'http://www.codenation.com.br/'
'38', '7', 'CONSOLIDE SUA MARCA', 'ARARANGUÁ-SC', '(48)35241925_', 'alanmarcos@consolidesuamarca.com.br', 'http://www.consolidesuamarca.com.br/'
'38', '8', 'SINSALARIAL TECNOLOGIA PARA GESTAO DE PESSOAS', 'FLORIANÓPOLIS-SC', '(48)32098900_', 'financeiro@sinsalarial.com.br', 'http://www.sinsalarial.com.br/'
'38', '9', 'TOPMED ASSISTENCIA A SAUDE LTDA', 'JOSÉ-SC', '(48) 3954-8100', 'administrativo@topmed.com.br', 'http://www.topmed.com.br/'
'38', '10', 'EADAMAZON INTERNATIONAL EDUCATIONAL CONSULTANCY', 'JANEIRO-RJ', '(21)991865678', 'consultoriaeadamazon@gmail.com', 'http://www.consultoriaeadamazon.com/'
'38', '11', 'MATHEUS VILON', 'ITAJAÍ-SC', '(47)32490180_', 'conectar@vilon.com.br', 'http:'
'38', '12', 'FILIPEFLOP', 'FLORIANÓPOLIS-SC', '(48) 3307-3495', 'filipe.macedo@filipeflop.com', 'http://www.filipeflop.com/'
'39', '1', 'CENTRAL DE SERVIÇOS', 'JOSÉ-SC', '(48) 3094-9004', 'ti@almeidajunior.com.br', 'http://www.almeidajunior.com.br/'
'39', '2', 'FACISC', 'FLORIANÓPOLIS-SC', '(48)39528844_', 'rafaela@facisc.org.br', 'http://http//facisc.org.br'
'39', '3', 'SMETRO TECNOLOGIAS S/A', 'FLORIANÓPOLIS-SC', '(48)30257171_', 'info@smetro.io', 'http://https//www.smetro.io/pt/home.php'
'39', '4', 'SMILE PESQUISAS', 'LAGES-SC', '(49)32230649_', 'atendimento@clientesmile.com.br', 'http://www.clientesmile.com.br/'
'39', '5', 'BEON', 'FLORIANÓPOLIS-SC', '(48)991138222', 'ola@usebeon.com', 'http://usebeon.com/'
'39', '6', 'GAMATEC.INFO', 'JOSÉ-SC', '(48) 9981-10066', 'gama@gamatec.info', 'http://www.gamatec.info/'
'39', '7', 'O SÍTIO', 'FLORIANÓPOLIS-SC', '(48)30655792', 'financeiro@ositio.com.br', 'http://https//ositio.com.br/'
'39', '8', 'DRPOCKET', 'FLORIANÓPOLIS-SC', '(48) 9914-45858', 'fernando@drpocket.org', 'http://www.drpocket.com.br/'
'39', '9', 'K2COM', 'FLORIANÓPOLIS-SC', '(48)37711920_', 'gilmar@k2com.com.br', 'http://www.k2com.com.br/'
'39', '10', 'MAINHARDT SISTEMAS', 'BLUMENAU-SC', '(47)32318800_', 'beneficios@mainhardt.com.br', 'http://www.mainhardt.com.br/'
'39', '11', 'INSTITUTO BAIA SUL DE ENSINO E PESQUISA', 'FLORIANÓPOLIS-SC', '(48)32051406_', 'iep@hospitalbaiasul.com.br', 'http:'
'39', '12', 'INTUITIVA DIGITAL SOLUTIONS', 'JOSÉ-SC', '(48) 3027-8500', 'contato@intuitiva.net.br', 'http://https//intuitiva.digital/'
'40', '1', 'OPENBOX.AI', 'Florianópolis-SC', '(48) 3036-0925', 'mauricio.r@openbox.ai', 'http://www.openbox.com.br/'
'40', '2', 'DOOCA COMMERCE', 'Hamburgo-RS', '(51) 9970-15529', 'dieter@dooca.com.br', 'http://dooca.com.br/'
'40', '3', 'JETBOV', 'Joinville-SC', '(47) 3512-0023', 'financeiro@jetbov.com', 'http://https//www.jetbov.com/'
'40', '4', 'PERSONAL NET', 'Florianópolis-SC', '(48) 3251-0022', 'relacionamento@personalcard.com.br', 'http://www.personalcard.com.br/'
'40', '5', 'KONNECTO', 'José-SC', '(48) 9918-81222', 'paulo@konnecto.io', 'http://www.konnecto.com/'
'40', '6', 'TDA', 'Florianópolis-SC', '(48) 9998-14967', 'contato@tdadev.com.br', 'http:'
'40', '7', 'CONVERSA PRATICA', 'Florianópolis-SC', '(48) 9991-40635', 'conversapratica@gmail.com', 'http:'
'40', '8', 'BEEPAY', 'Florianópolis-SC', '(48) 9880-15311', 'renata@beepayapp.com.br', 'http://www.beepayapp.com.br/'
'40', '9', 'FIGUEIRA COSTA TECNOLOGIA', 'Florianópolis-SC', '(48) 9998-46842', 'raphael@figueiracosta.com.br', 'http://www.figueiracosta.com.br/'
'40', '10', 'CUSTOM GROWTH SPACES', 'Florianópolis-SC', '(48) 9918-28700', 'luciano.fraga@customgs.com.br', 'http://www.customgs.com.br/'
'40', '11', 'SUPERO SERVIÇOS', 'Florianópolis-SC', '(48) 3322-3636', 'FINANCEIRO@SUPERO.COM.BR', 'http:'
'40', '12', 'BOTDESIGNER', 'Florianópolis-SC', '(48) 9918-35252', 'conato@botdesigner.io', 'http://http//botdesigner.io'
'41', '1', 'CMPPREV', 'Florianópolis-SC', '(48) 9840-54373', 'victorhugo@cmpprev.com.br', 'http://www.cmpprev.com.br/'
'41', '2', 'DIVID COMPARTILHAMENTO IMOVEIS LTDA', 'Florianópolis-SC', '(48) 9991-58997', 'veranaccetta@gmail.com', 'http:'
'41', '3', 'TELTEC SOLUTIONS', 'Paulo-SP', '(11) 4862-0090', 'teltec@teltecsolutions.com.br', 'http://https//teltecsolutions.com.br'
'41', '4', 'DECONVE', 'Florianópolis-SC', '(48) 9991-16546', 'tessari@deconve.com.br', 'http://www.deconve.com/'
'41', '5', 'INSIDE THE BOX', 'Florianópolis-SC', '(48) 9991-13645', 'luiz@insidethebox.com.br', 'http://www.insidethebox.com.br/'
'41', '6', 'EVOLUUM', 'Palhoça-SC', '(48) 9960-57853', 'samuel.silveira@evoluum.com.br', 'http://www.evoluum.com.br/'
'41', '7', 'VC-X SOLUTIONS', 'Florianópolis-SC', '(48) 3331-0400', 'contato@vcx.solutions', 'http://https//vcx.solutions/'
'41', '8', 'ATLASPOWER', 'Florianópolis-SC', '(48) 9995-44430', 'viccenzobenetti@atl-power.com', 'http:'
'41', '9', 'TOPTIC', 'Palhoça-SC', '(48) 9911-11071', 'contato@toptic.com.br', 'http://www.toptic.com.br/'
'41', '10', 'CLUBE DO PROMOTOR', 'Florianópolis-SC', '(48) 9982-86793', 'fecomerlatto@clubedopromtor.com.br', 'http://clubedopromotor.com.br/'
'41', '11', 'UNIMED DO BRASIL', 'Florianópolis-SC', '(48) 3952-4406', 'financeiro.inova@unimed.coop.br', 'http:'
'41', '12', 'BEYAUT', 'Florianópolis-SC', '(48) 9912-03703', 'contato@beyaut.com', 'http://https//www.beyaut.com/'
'42', '1', 'REMOTY', 'Palhoça-SC', '(48) 3039-4608', 'rafael@remoty.com.br', 'http://www.remoty.com.br/'
'42', '2', 'BANCO ÍNDICE', 'José-SC', '(61) 9834-34298', 'lucas@bancoindice.com.br', 'http://https//www.bancoindice.com.br/'
'42', '3', 'KARGEL KARGEL SERVICOS ESPECIA', 'FLORIANÓPOLIS-SC', '(48) 9916-10603', 'andrea.kargel@gmail.com', 'http:'
'42', '4', 'INDIKATORE', 'Camboriú-SC', '(47) 9962-65621', 'rodrigo@indikatore.com', 'http://www.indikatore.com.br/'
'42', '5', 'DOJO TECHNOLOGY', 'Florianópolis-SC', '(48) 9884-23920', 'matheus.anversa@dojo.technology', 'http://www.dojo.technology/'
'42', '6', 'DIONATAN CONSULTORIA E ASSESSORIA E T.I', 'Palhoça-SC', '(48) 9991-14678', 'dionatanaraujoo@gmail.com', 'http:'
'42', '7', 'LOCATES', 'Florianópolis-SC', '(48) 9998-95701', 'contato@locates.com.br', 'http://https//locates.com.br/'
'42', '8', 'LOGINFO', 'Brusque-SC', '(47) 3224-0447', 'contato@loginfo.com.br', 'http://https//www.loginfo.com.br'
'42', '9', 'MERCADO PUBLICO SISTEMA', 'Itajaí-SC', '(47) 3349-3225', 'financeiro@mercadopublico.org', 'http://rcc.com.br/'
'42', '10', 'UBIMINDS', 'Florianópolis-SC', '', 'ubiminds@ubiminds.com', 'http://www.ubiminds.com/'
'42', '11', 'VOLTBRAS ELETROPOSTOS', 'Florianópolis-SC', '(48) 0000-00000', 'contato@voltbras.com.br', 'http://www.voltbras.com.br/'
'42', '12', 'RODRIGO PACHECO', 'Florianópolis-SC', '(48) 9916-17980', 'rodrigo@atlantec.com.br', 'http://www.atlantec.com.br/'
'43', '1', 'DATI SOLUÇÕES EM TI', '-SC', '(47)3232 -7868', 'contato@dati.com.br', 'http://https//www.dati.com.br'
'43', '2', 'CONTANA', 'José-SC', '(48) 9880-43910', 'rodrigo@contana.cnt.br', 'http://www.contana.cnt.br/'
'43', '3', 'SELOUS', 'José-SC', '(48) 9997-18468', 'fernandofsa@gmail.com', 'http:'
'43', '4', 'CD2', 'Florianópolis-SC', '(48) 9960-04541', 'contato@cd2.com.br', 'http://www.cd2.com.br/'
'43', '5', 'APOLLO CIENCIA DE DADOS E TECNOLOGIA LTDA', 'Florianópolis-SC', '(48) 9960-83108', 'financeiro@apollotecnologia.com.br', 'http:'
'43', '6', 'FULLDOME', 'Tijucas-SC', '(48) 3091-0022', 'financeiro@fulldome.com.br', 'http://www.fulldome.com.br/'
'43', '7', 'PLOORAL', 'Florianópolis-SC', '(48) 3211-1370', 'contato@enlizt.com.br', 'http://www.enlizt.com.br/'
'43', '8', 'LABCLOUD SOFTWARE', 'LAGES-SC', '(49) 3380-8732', 'administrativo@labcloud.com.br', 'http://https//labcloud.com.br/'
'43', '9', 'EUMOSTRO', 'Florianópolis-SC', '(48) 9919-23304', 'contato@eumostro.com.br', 'http://https//www.sobre.eumostro.com.br'
'43', '10', 'WILD ROSE GAMES', 'Florianópolis-SC', '(48) 9992-68836', 'rafael.roos@wildrose-games.com', 'http://www.wildrose-games.com/'
'43', '11', 'SUL FLORESTAS GEO ENGENHARIA', 'LAGES-SC', '(49) 3018-2868', 'contato@sulflorestas.com.br', 'http://www.sulflorestas.com.br/'
'43', '12', 'FDS ECONOMIA TRIBUTÁRIA &amp; BLINDAGEM PATRIMONIAL', 'Lages-SC', '(49) 3223-9262', 'fabricio@fds.adv.br', 'http:'
'44', '1', '', 'Florianópolis-SC', '(48) 4042-2428', 'douglas.oliveira@lots.com.br', 'http://www.lots.com.br/'
'44', '2', 'ALFAKIT', 'Florianópolis-SC', '(48) 3029-2300', 'comercial@alfakit.com.br', 'http:'
'44', '3', 'WEBNESS – AGÊNCIA DIGITAL', 'Itajaí-SC', '(47) 3246-5043', 'comercial@webness.com.br', 'http://www.webness.com.br/'
'44', '4', 'EXTRADIGITAL', 'FLORIANÓPOLIS-SC', '32260001', 'atendimento@extradigital.com.br', 'http:'
'44', '5', 'CATAMOEDA PESQUISA E DESENVOL', 'PALHOÇA-SC', '(48) 3771-4663', 'vinicius@catacompany.com', 'http:'
'44', '6', 'NAVITAS TECNOLOGIA', 'Joinville-SC', '(47) 3437-6635', 'ederson@navitastecnologia.com.br', 'http:'
'44', '7', 'LIBEN ENERGIA', 'Florianópolis-SC', '(31) 3568-9996', 'contato@liben.com.br', 'http://liben.com.br/'
'44', '8', 'YOUNGARTS SISTEMAS', 'Joinville-SC', '(47) 3026-2850', 'jorge@youngarts.com.br', 'http:'
'44', '9', 'FLUID', 'Florianópolis-SC', '(11) 9755-30554', 'daniel@fluidapi.io', 'http:'
'44', '10', 'CERTUL', 'Florianópolis-SC', '', 'contato@certul.com', 'http://www.certul.com/'
'44', '11', 'SONICA', 'Blumenau-SC', '(47) 9241-9443', 'alexandre@sonica.digital', 'http://www.sonica.digital/'
'44', '12', 'MICROTON INFORMÁTICA LTDA.', 'Nova-SC', '(47) 3323-4666', 'administrativo@microton.com.br', 'http://www.microton.com.br/'
'45', '1', 'ELD TREINAMENTO E DESENVOLVIMENTO', 'JOSE-SC', '(48) 9999-08880', 'eluizdo@gmail.com', 'http://eduardodomingos.com/'
'45', '2', 'LA DECORA', 'Camboriú-SC', '(47) 9973-29301', 'luciana@ladecora.com.br', 'http:'
'45', '3', 'SOFTEXPERT', 'Joinville-SC', '(47) 3032-9788', 'juridico@softexpert.com', 'http://https//www.softexpert.com/pt-br/'
'45', '4', 'QUIRON AGRODIGITAL', 'LAGES-SC', '(49) 9982-83577', 'gil.pletsch@quiron.digital', 'http://quiron.digital/'
'45', '5', '4ASSET TECNOLOGIA', 'Florianópolis-SC', '(48) 3234-1051', 'adm@4asset.net.br', 'http://www.4asset.net.br/'
'45', '6', 'MATCHED', 'Florianópolis-SC', '(48) 9840-82405', 'pedro@matched.com.br', 'http:'
'45', '7', 'APROVA TOTAL', 'Florianópolis-SC', '(48) 3879-4583', 'romara@aprovatotal.com.br', 'http:'
'45', '8', 'CONTROLLER', 'Joinville-SC', '(47) 3043-5103', 'financeiro@evn.com.br', 'http://https//www.evn.com.br/'
'45', '9', 'LOGIKEE', 'Florianópolis-SC', '(48) 9917-11992', 'paulo@logikee.com.br', 'http:'
'45', '10', 'OTUS ENGENHARIA', 'FLORIANOPOLIS-SC', '(48) 9980-69219', 'contato@otusengenharia.com', 'http://www.otusengenharia.com/'
